,Index Number,Name,Address,Project Status,Occupancy Year,Operator,URL,Geom,Local Area,unit_count,unit_category,unit_detail
8766,80,,2898 E 22nd Ave,Completed,1982,Three Links Care Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=80,POINT (-123.04445764 49.25031447),Renfrew-Collingwood,3,Design,Standard 1BR
8767,83,,250 E 36th Ave,Completed,1988,Little Mountain Care & Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=83,POINT (-123.10086016 49.23766925),Riley Park,81,Design,Standard 1BR
8768,85,,404 E 43rd Ave,Completed,1986,Crossroads Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=85,POINT (-123.09676819 49.23083693),Sunset,6,Design,Standard 1BR
8769,92,,1516 W 71st Ave,Completed,1988,Rishon Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=92,POINT (-123.14150123 49.20682197),Marpole,7,Design,Standard 1BR
8770,93,,1599 W 71st Ave,Completed,1984,Marine Court Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=93,POINT (-123.14347965 49.20760295),Marpole,6,Design,Standard 1BR
8771,96,,1717 Adanac St,Completed,1979,Vancouver East Lion's Housing Foundation,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=96,POINT (-123.07006467 49.27782127),Grandview-Woodland,20,Design,Standard 1BR
8774,102,,638 Alexander St,Completed,1985,Alexander Street Co-operative Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=102,POINT (-123.09046001 49.28366031),Strathcona,8,Design,Standard 1BR
8775,109,,5311 Balsam St,Completed,1988,St. Mary's Kerrisdale Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=109,POINT (-123.16154324 49.23810614),Arbutus Ridge,17,Design,Standard 1BR
8776,113,,3401 E 43rd Ave,Completed,1986,Pacific Park Place Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=113,POINT (-123.03003447 49.23126023),Killarney,9,Design,Standard 1BR
8777,118,,2633 E Broadway,Completed,1975,Broadway Pentecostal Benevolent Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=118,POINT (-123.05120171 49.2623094),Hastings-Sunrise,6,Design,Standard 1BR
8778,119,,2616 W Broadway,Completed,1984,Kitsilano Terrace Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=119,POINT (-123.16523828 49.26376668),Kitsilano,14,Design,Standard 1BR
8779,121,,633 Bucketwheel,Completed,1977,Uptown Kiwanis Club,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=121,POINT (-123.11823439 49.26800345),Fairview,21,Design,Standard 1BR
8780,122,,650 Bucketwheel,Completed,1977,Vancouver Broadway Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=122,POINT (-123.11818965 49.26769092),Fairview,24,Design,Standard 1BR
8781,127,,3637 Cambie St,Completed,1982,Eight Oaks Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=127,POINT (-123.11584604 49.25295523),South Cambie,4,Design,Standard 1BR
8782,131,,950 Cassiar St,Completed,1978,Adanac Village Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=131,POINT (-123.02811463 49.2763955),Hastings-Sunrise,22,Design,Standard 1BR
8783,135,,1555 Charles St,Completed,1987,Charles Square Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=135,POINT (-123.07198632 49.27333302),Grandview-Woodland,18,Design,Standard 1BR
8784,137,,740 Commercial Dr,Completed,1958,Vancouver East Lion's Housing Foundation,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=137,POINT (-123.07022885 49.27820526),Grandview-Woodland,12,Design,Standard 1BR
8785,138,,527 Commodore Rd,Completed,1984,Connaught Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=138,POINT (-123.11596251 49.26801477),Fairview,12,Design,Standard 1BR
8788,152,,8001 Curate Wynd,Completed,1983,Kinross Creek Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=152,POINT (-123.02878208 49.21247171),Killarney,9,Design,Standard 1BR
8790,162,,3274 Findlay St,Completed,1988,Trout Lake Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=162,POINT (-123.06738984 49.25527408),Kensington-Cedar Cottage,1,Design,Standard 1BR
8791,166,,2250 Fraser St,Completed,1984,Emma G. Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=166,POINT (-123.08876201 49.26456896),Mount Pleasant,3,Design,Standard 1BR
8792,167,,551 E Georgia St,Completed,1979,Vancouver Chinese Kung Kao Foundation,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=167,POINT (-123.09201049 49.27867931),Strathcona,1,Design,Standard 1BR
8793,169,,1529 W 71st Ave,Completed,1985,David Wetherow Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=169,POINT (-123.14167259 49.20734942),Marpole,10,Design,Standard 1BR
8795,173,,8450 Portside Dr,Completed,1988,Riverside Landing Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=173,POINT (-123.06053178 49.2067025),Victoria-Fraserview,6,Design,Standard 1BR
8796,175,,2610 Grandview Hwy S,Completed,1988,Italian Cultural Centre Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=175,POINT (-123.05200625 49.25715479),Renfrew-Collingwood,86,Design,Standard 1BR
8797,179,,1750 Grant St,Completed,1981,Vancouver East Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=179,POINT (-123.06848813 49.27102079),Grandview-Woodland,3,Design,Standard 1BR
8798,180,,1090 Granville St,Completed,1991,McLaren Housing Society of BC,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=180,POINT (-123.1241591 49.27810547),Downtown,16,Design,Standard 1BR
8800,191,,1661 Frances St,Completed,1989,Coast Mental Health,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=191,POINT (-123.07120717 49.27964586),Grandview-Woodland,22,Design,Standard 1BR
8801,194,,2518 E Hastings St,Completed,1992,Entre Nous Femmes Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=194,POINT (-123.05409967 49.28088658),Hastings-Sunrise,14,Design,Standard 1BR
8803,197,,1099 Richards Street,Completed,2016,The 127 Society for Housing,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=197,POINT (-123.12269367 49.27725478),Downtown,49,Design,Standard 1BR
8806,205,,325 Keefer St,Completed,1972,Chau Luen Kon Sol Society of Vancouver,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=205,POINT (-123.09648989 49.27966994),Strathcona,9,Design,Standard 1BR
8807,207,,5075 Boundary Rd,Completed,1993,Lu'Ma Native Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=207,POINT (-123.02402887 49.23848485),Renfrew-Collingwood,14,Design,Standard 1BR
8808,209,,7101 Kerr St,Completed,1969,Vancouver Kiwanis Senior Citizens Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=209,POINT (-123.041933 49.21887003),Killarney,4,Design,Standard 1BR
8809,211,,2751 W King Edward,Completed,1963,Anglican Homes,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=211,POINT (-123.16653193 49.24842742),Arbutus Ridge,8,Design,Standard 1BR
8811,213,,3090 Kingsway,Completed,1987,Synala Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=213,POINT (-123.04054032 49.23510381),Renfrew-Collingwood,4,Design,Standard 1BR
8812,215,,1425 E 3rd Ave,Completed,1990,Baptist Housing Society of B.C.,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=215,POINT (-123.07464212 49.26829628),Grandview-Woodland,77,Design,Standard 1BR
8813,216,,1475 Kitchener St,Completed,1982,Lu'Ma Native Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=216,POINT (-123.07429154 49.27241953),Grandview-Woodland,6,Design,Standard 1BR
8814,218,,1399 Fountain Way,Completed,1980,Wellington Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=218,POINT (-123.13509226 49.26804963),Fairview,44,Design,Standard 1BR
8815,226,,2229 Maple St,Completed,1976,Shalom Branch #178 Canadian Legion,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=226,POINT (-123.15077883 49.26595347),Kitsilano,70,Design,Standard 1BR
8816,227,,2424 Maple St,Completed,1984,Phoenix Court Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=227,POINT (-123.15003674 49.26442777),Kitsilano,12,Design,Standard 1BR
8817,232,,8695 SW Marine Dr,Completed,1986,Marpole Terrace Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=232,POINT (-123.14269428 49.20753063),Marpole,6,Design,Standard 1BR
8818,238,,1501 Woodland Dr,Completed,1969,BC Housing,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=238,POINT (-123.07443151 49.27099676),Grandview-Woodland,29,Design,Standard 1BR
8819,246,,1455 Napier St,Completed,1980,Grandview Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=246,POINT (-123.07485783 49.27517909),Grandview-Woodland,5,Design,Standard 1BR
8821,252,,2122 Oxford St,Completed,1965,Vancouver East Lion's Housing Foundation,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=252,POINT (-123.06137361 49.28545308),Grandview-Woodland,11,Design,Standard 1BR
8822,255,,490 Columbia St,Completed,1981,Chinese Freemasons of Canada,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=255,POINT (-123.10190211 49.28067369),Downtown,2,Design,Standard 1BR
8823,260,,3621 W 4th Ave,Completed,1993,Hellenic Housing Society of BC,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=260,POINT (-123.18453011 49.26885935),Kitsilano,28,Design,Standard 1BR
8824,261,,830 Campbell Ave,Completed,1984,Vancouver Chinatown Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=261,POINT (-123.08442743 49.27694361),Strathcona,3,Design,Standard 1BR
8825,263,,1763 E Pender St,Completed,1985,Leveller's Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=263,POINT (-123.06880418 49.28051041),Grandview-Woodland,5,Design,Standard 1BR
8826,264,,1823 E Pender St,Completed,1989,BC Indigenous Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=264,POINT (-123.0673884 49.28050551),Grandview-Woodland,9,Design,Standard 1BR
8827,268,,3306 E 5th Ave / 3350 E 5th Ave,Completed,1992,Hopehill,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=268,POINT (-123.03206317 49.26534752),Hastings-Sunrise,47,Design,Standard 1BR
8828,269,,1254 Pendrell St,Completed,1973,Parish of St.Paul-Pendrellis Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=269,POINT (-123.13344925 49.28280452),West End,9,Design,Standard 1BR
8829,272,,43 Powell St,Completed,1983,Affordable Housing Societies,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=272,POINT (-123.10320433 49.28340214),Downtown,5,Design,Standard 1BR
8830,273,,101 Powell St,Completed,1986,Affordable Housing Societies,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=273,POINT (-123.10189962 49.28346017),Downtown,11,Design,Standard 1BR
8831,274,,245 Powell St,Completed,1991,Shiloh Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=274,POINT (-123.09852395 49.28341464),Strathcona,34,Design,Standard 1BR
8834,284,,3433 Renfrew St,Completed,1976,East Enders Amherst Lions Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=284,POINT (-123.0448255 49.25359041),Renfrew-Collingwood,14,Design,Standard 1BR
8835,287,,5250 Rupert St,Completed,1987,Alberni Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=287,POINT (-123.04097739 49.2365991),Renfrew-Collingwood,10,Design,Standard 1BR
8836,293,,1067 Seymour St,Completed,1992,City of Vancouver,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=293,POINT (-123.12355177 49.27796805),Downtown,52,Design,Standard 1BR
8837,310,,2431 Vine St,Completed,1979,Kiwassa Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=310,POINT (-123.15791342 49.26419383),Kitsilano,1,Design,Standard 1BR
8838,311,,2080 Wall St,Completed,1969,BC Housing,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=311,POINT (-123.06138018 49.28617719),Grandview-Woodland,41,Design,Standard 1BR
8839,318,,3460 Yukon St,Completed,1984,Community Living Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=318,POINT (-123.11214974 49.25417327),Riley Park,5,Design,Standard 1BR
8841,327,,2980 Euclid Ave,Completed,1994,Brightside Community Homes Foundation,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=327,POINT (-123.04369648 49.24006198),Renfrew-Collingwood,45,Design,Standard 1BR
8842,332,,1818 E Pender St,Completed,1996,Lu'Ma Native Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=332,POINT (-123.06765123 49.2799856),Grandview-Woodland,10,Design,Standard 1BR
8844,336,,1267 Marinaside Cres,Completed,1998,Roundhouse Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=336,POINT (-123.12091871 49.27286767),Downtown,12,Design,Standard 1BR
8845,339,,2938 Laurel St,Completed,1999,St. George's Place Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=339,POINT (-123.12400793 49.25893455),Fairview,2,Design,Standard 1BR
8846,342,,100 E Cordova St,Completed,2001,Bridge Housing Society for Women,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=342,POINT (-123.10198466 49.28207257),Downtown,32,Design,Standard 1BR
8847,343,,1538 E 22nd Ave,Completed,1995,Coast Mental Health,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=343,POINT (-123.07283614 49.25015825),Kensington-Cedar Cottage,18,Design,Standard 1BR
8849,347,,599 Nicola St,Completed,1998,Coal Harbour Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=347,POINT (-123.12895356 49.29092964),Downtown,4,Design,Standard 1BR
8851,368,,340 E Cordova St,Completed,1999,St. Luke's Home Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=368,POINT (-123.09658287 49.28197811),Strathcona,17,Design,Standard 1BR
8854,375,,1041 Comox St,Completed,1998,Wings Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=375,POINT (-123.12781211 49.28133297),West End,6,Design,Standard 1BR
8855,378,,3278 Vanness  Ave,Completed,2000,Affordable Housing Societies,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=378,POINT (-123.03529409 49.23940019),Renfrew-Collingwood,10,Design,Standard 1BR
8856,381,,5750 Oak St,Completed,2001,Vancouver Jewish Building Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=381,POINT (-123.12761225 49.23342156),Oakridge,4,Design,Standard 1BR
8857,387,,520 W 7th Ave,Completed,2001,Brightside Community Homes Foundation,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=387,POINT (-123.11567548 49.26473908),Fairview,1,Design,Standard 1BR
8858,388,,361 Heatley Ave,Completed,2002,Union Gospel Mission,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=388,POINT (-123.08987395 49.28146285),Strathcona,3,Design,Standard 1BR
8859,390,,1265 Granville St,Completed,2002,More Than a Roof Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=390,POINT (-123.12765023 49.27658027),Downtown,1,Design,Standard 1BR
8860,392,,1114 Comox St,Completed,2001,Mole Hill Community Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=392,POINT (-123.12980301 49.28188437),West End,5,Design,Standard 1BR
8861,393,,1288 W Cordova St,Completed,2002,Affordable Housing Societies,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=393,POINT (-123.12376394 49.28954846),Downtown,1,Design,Standard 1BR
8862,395,,3501 Euclid Ave,Completed,2001,Collingwood Village Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=395,POINT (-123.02973841 49.23530774),Renfrew-Collingwood,5,Design,Standard 1BR
8864,406,,1857 Venables St,Completed,1980,Vancouver East Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=406,POINT (-123.06689398 49.2768758),Grandview-Woodland,1,Design,Standard 1BR
8868,418,,1136 Comox St,Completed,2002,Mole Hill Community Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=418,POINT (-123.13029419 49.28220254),West End,3,Design,Standard 1BR
8869,419,,1140 Comox St,Completed,2001,Mole Hill Community Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=419,POINT (-123.13039241 49.28226616),West End,2,Design,Standard 1BR
8870,421,,1127 Pendrell St,Completed,2002,Mole Hill Community Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=421,POINT (-123.13048215 49.2816923),West End,4,Design,Standard 1BR
8871,428,,1110 Bute St,Completed,2003,Mole Hill Community Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=428,POINT (-123.1316637 49.28264692),West End,3,Design,Standard 1BR
8872,429,,1122 Bute St,Completed,2003,Mole Hill Community Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=429,POINT (-123.1318566 49.28251929),West End,4,Design,Standard 1BR
8873,430,,1173 Pendrell St,Completed,2003,Mole Hill Community Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=430,POINT (-123.13102235 49.28204219),West End,3,Design,Standard 1BR
8874,433,,1159 Pendrell St,Completed,2003,Mole Hill Community Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=433,POINT (-123.13126811 49.2822013),West End,3,Design,Standard 1BR
8875,435,,1147 Pendrell St,Completed,2003,Mole Hill Community Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=435,POINT (-123.13048215 49.2816923),West End,4,Design,Standard 1BR
8877,437,,1103 Pendrell St,Completed,2003,Mole Hill Community Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=437,POINT (-123.13017846 49.2814957),West End,2,Design,Standard 1BR
8878,439,,1113 Thurlow St,Completed,2003,Mole Hill Community Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=439,POINT (-123.13008838 49.28137398),West End,2,Design,Standard 1BR
8879,453,,1129 Pendrell St,Completed,2002,Mole Hill Community Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=453,POINT (-123.1306738 49.28181043),West End,2,Design,Standard 1BR
8881,457,,1005 Station St,Completed,2010,PHS Community Services Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=457,POINT (-123.09948683 49.2756775),Strathcona,10,Design,Standard 1BR
